nombre_entidad,ind_ent_ncontratos,ind_ent_pcontr_directa_num,ind_ent_val_contratos,ind_ent_pcontr_directa_val,ind_ent_dif_pcontr_directa,ind_ent_HHI_num,ind_ent_HHI_val,ind_ent_dif_HHI,ind_ent_Idiversidad,ind_entidad_ncontratistas,ind_ent_ratio_contratistas,ind_ent_IC4K_num,ind_ent_IC4K_val,dif_IC4K,ind_ent_padicion_val,ind_ent_padicion_time,ind_ent_padicion_time_val,ind_ent_dif_adicion,ind_ent_median_val,ind_ent_median_sd,ind_ent_median_rango,at_ent_nivel,at_ent_orden,at_ent_dep
CUNDINAMARCA - INSTITUTO DE DESARROLLO URBANO  VIVIENDA Y GESTIÓN TERRITORIAL DE CHÍA IDUVI,50,0.9,45538260825,0.8789378293741634,0.021062170625836596,216.0,519.3744820420336,-303.3744820420336,0.0016326530612244899,48,0.96,0.12,0.37845174285924216,-0.25845174285924216,0.0,0.0,0.0,0.0,474655064.5,1029422878.7035594,4679079786,territorial,terri_dep_centr,cundinamarca
CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,10,0.3,51084490437,0.1641786974530608,0.1358213025469392,1200.0,2303.139667281485,-1103.139667281485,0.022222222222222223,9,0.9,0.5,0.8419787335266593,-0.3419787335266593,0.0,0.0,0.0,0.0,5450082550.0,4016245851.652442,9989001400,territorial,terri_dep_no_centr,bogotá-d.c.
CUNDINAMARCA - INSTITUTO DEPARTAMENTAL DE ACCIÓN COMUNAL Y PARTICIPACIÓN CIUDADANA DE CUNDINAMARCA,19,0.0,8243864996,0.0,0.0,914.1274238227144,1434.5225353579838,-520.3951115352694,0.04093567251461988,15,0.7894736842105263,0.42105263157894735,0.6564666170086321,-0.23541398542968472,0.2631578947368421,0.05263157894736842,0.05263157894736842,-0.21052631578947367,309724972.0,463385211.7382171,2089908601,territorial,terri_dep_no_centr,bogotá-d.c.
CUNDINAMARCA - INSTITUTO DEPARTAMENTAL DE CULTURA Y TURISMO DE CUNDINAMARCA,6,0.16666666666666666,914647408,0.13119809770455285,0.03546856896211381,2222.2222222222217,2316.4758635516514,-94.25364132942968,0.06666666666666667,5,0.8333333333333334,0.8333333333333334,0.8910526535926071,-0.05771932025927373,0.0,0.16666666666666666,0.0,0.16666666666666666,117500000.0,76369797.77077854,197850592,territorial,terri_dep_no_centr,bogotá-d.c.
CUNDINAMARCA - INSTITUTO DEPARTAMENTAL PARA LA RECREACIÓN Y EL DEPORTE DE CUNDINAMARCA,17,0.0,12552029743,0.0,0.0,726.6435986159169,1870.499892474482,-1143.856293858565,0.014705882352941176,15,0.8823529411764706,0.35294117647058826,0.7606237578686719,-0.4076825813980836,0.0,0.058823529411764705,0.0,0.058823529411764705,329669999.0,943971772.3331496,3786573100,territorial,terri_dep_no_centr,bogotá-d.c.
CUNDINAMARCA - INSTITUTO DEPORTIVO Y RECREATIVO DE FUSAGASUGÁ - IDERF,5,0.0,786846454,0.0,0.0,2000.0,2073.2801968765843,-73.28019687658434,0.0,5,1.0,0.8,0.8475731759477434,-0.04757317594774335,0.2,0.2,0.0,0.0,157566353.0,33678544.181001835,81170262,territorial,terri_dep_no_centr,cundinamarca
CUNDINAMARCA - INSTITUTO MUNICIPAL DE LA RECREACIÓN Y EL DEPORTE DE ZIPAQUIRÁ,8,0.0,2109357309,0.0,0.0,1875.0,2886.7173485248272,-1011.7173485248272,0.07142857142857142,6,0.75,0.75,0.8682647540014284,-0.11826475400142844,0.125,0.0,0.0,-0.125,139676835.0,265247573.8620098,774875248,territorial,terri_distr_2,cundinamarca
CUNDINAMARCA - INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTE DE COTA,10,0.0,2423578490,0.0,0.0,2400.0,2885.247934234638,-485.2479342346378,0.15555555555555556,6,0.6,0.8,0.8810827839126432,-0.08108278391264312,0.5,0.4,0.2,-0.09999999999999998,240584407.0,92559042.00866617,211784073,territorial,terri_distr_5,cundinamarca
CUNDINAMARCA - INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTE DE TOCANCIPÁ,6,0.0,1519898458,0.0,0.0,1666.6666666666665,1898.2403487484726,-231.57368208180606,0.0,6,1.0,0.6666666666666666,0.82959387935638,-0.16292721268971333,0.0,0.16666666666666666,0.0,0.16666666666666666,280871979.0,103436584.77800187,261454500,territorial,terri_distr_2,cundinamarca
CUNDINAMARCA - INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTES DE CHÍA,13,0.0,3294637491,0.0,0.0,887.5739644970416,1425.9983895750074,-538.4244250779658,0.01282051282051282,12,0.9230769230769231,0.38461538461538464,0.667231272637758,-0.2826158880223734,0.15384615384615385,0.0,0.0,-0.15384615384615385,169770166.0,226322639.7820123,712407045,territorial,terri_distr_2,cundinamarca
CUNDINAMARCA - INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTES DE SOACHA,11,0.0,2118168843,0.0,0.0,2396.694214876033,2521.6118283514616,-124.91761347542842,0.16363636363636364,6,0.5454545454545454,0.8181818181818182,0.8801877636720578,-0.06200594549023952,0.45454545454545453,0.5454545454545454,0.18181818181818182,0.09090909090909088,163339825.0,75316338.32840507,220784915,territorial,terri_distr_2,cundinamarca
CUNDINAMARCA - INSTITUTO MUNICIPAL DE VIVIENDA URBANA Y RURAL IMVIUR,8,0.0,2720762326,0.0,0.0,4375.0,5073.402800027143,-698.4028000271428,0.35714285714285715,4,0.5,1.0,1.0,0.0,0.25,0.125,0.125,-0.125,281669333.0,169001910.6691222,473558517,territorial,terri_distr_2,cundinamarca
CUNDINAMARCA - INSTITUTO MUNICIPAL PARA LA RECREACIÓN Y EL DEPORTE CUNDEPORTES,5,0.0,2331904729,0.0,0.0,4400.0,3549.9032957070513,850.0967042929487,0.3,3,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,500000000.0,251964115.7148051,700078000,territorial,terri_dep_no_centr,cundinamarca
CUNDINAMARCA - LOTERÍA DE CUNDINAMARCA,10,0.0,3892965023,0.0,0.0,1400.0,3567.2243389812534,-2167.2243389812534,0.044444444444444446,8,0.8,0.6,0.8529172914174421,-0.2529172914174421,0.1,0.3,0.1,0.19999999999999998,179452000.0,644695371.930156,2106791683,territorial,terri_dep_no_centr,cundinamarca
CUNDINAMARCA - UNIVERSIDAD DE CUNDINAMARCA - FUSAGASUGÁ,62,0.0,23417607404,0.0,0.0,239.33402705515076,632.5054017213986,-393.17137466624786,0.007932310946589107,49,0.7903225806451613,0.16129032258064516,0.4060268910040695,-0.24473656842342437,0.016129032258064516,0.04838709677419355,0.0,0.03225806451612903,175598041.0,602117488.7753602,3708083117,territorial,terri_dep_centr,cundinamarca
CVC - CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA,173,0.028901734104046242,83987116590,0.025037078130270885,0.003864655973775357,186.775368371813,2168.0211120125296,-1981.2457436407167,0.012972173679257964,93,0.5375722543352601,0.17341040462427745,0.5826149502890083,-0.40920454566473086,0.023121387283236993,0.08092485549132948,0.023121387283236993,0.057803468208092484,140126880.0,2893718258.97807,38013200000,nacional,nac_descentralizado,valle-del-cauca
CÁMARA DE REPRESENTANTES,24,0.0,74642470657,0.0,0.0,1493.055555555555,5467.256115683084,-3974.2005601275296,0.11231884057971014,15,0.625,0.5416666666666666,0.9389473159330286,-0.397280649266362,0.25,0.25,0.16666666666666666,0.0,794015956.5,3777183090.8565297,13114535156,nacional,nac_centralizado,bogotá-d.c.
CÓRDOBA - ALCALDÍA MUNICIPIO DE AYAPEL,12,0.08333333333333333,4086643554,0.06022056897013142,0.023112764363201907,833.3333333333334,1157.7616900472983,-324.42835671396494,0.0,12,1.0,0.3333333333333333,0.599498392905348,-0.2661650595720147,0.08333333333333333,0.0,0.0,-0.08333333333333333,247393287.0,221937055.61509588,655657418,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE BUENAVISTA,18,0.16666666666666666,3934702113,0.1254248633891437,0.04124180327752297,740.7407407407408,1133.9754641829259,-393.2347234421851,0.0196078431372549,15,0.8333333333333334,0.3888888888888889,0.5548361635273811,-0.16594727463849218,0.05555555555555555,0.0,0.0,-0.05555555555555555,139960605.0,215496804.30968845,701573329,territorial,terri_distr_5,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE CERETÉ,23,0.2608695652173913,11249163043,0.20469033928998231,0.05617922592740898,586.0113421550096,1602.977213774805,-1016.9658716197954,0.015810276679841896,19,0.8260869565217391,0.34782608695652173,0.6554242747497531,-0.30759818779323134,0.043478260869565216,0.0,0.0,-0.043478260869565216,249996866.0,752250459.6090177,3641658005,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE CHINÚ,16,0.1875,4156340972,0.21892253453935348,-0.03142253453935348,1328.125,1130.0079989757348,198.11700102426516,0.075,10,0.625,0.625,0.5450908785546096,0.07990912144539042,0.375,0.125,0.125,-0.25,249998800.0,92283702.84142497,359326118,territorial,terri_distr_4,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE CIENAGA DE ORO,21,0.19047619047619047,5448674841,0.21461915679031066,-0.02414296631412019,657.596371882086,869.9506538908252,-212.35428200873912,0.01904761904761905,18,0.8571428571428571,0.3333333333333333,0.47486419771841915,-0.14153086438508583,0.14285714285714285,0.047619047619047616,0.047619047619047616,-0.09523809523809523,249999008.0,137156621.39927402,470182774,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE LA APARTADA,16,0.3125,4794323219,0.17785071845403255,0.13464928154596745,1328.125,2292.6387798570827,-964.5137798570827,0.075,11,0.6875,0.5625,0.7781315984736906,-0.21563159847369062,0.0,0.0,0.0,0.0,197596914.5,219652899.48169994,800350000,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE LOS CÓRDOBAS,10,0.8,1912661306,0.847379147011405,-0.047379147011405,1000.0,1134.0444331123451,-134.04443311234513,0.0,10,1.0,0.4,0.5482544121693023,-0.14825441216930224,0.0,0.0,0.0,0.0,181500000.0,73814419.46185723,221508000,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE MOMIL,13,0.6153846153846154,2610442034,0.7789598376502391,-0.1635752222656237,1005.9171597633137,1382.5007591689618,-376.5835994056481,0.02564102564102564,11,0.8461538461538461,0.46153846153846156,0.667994430555511,-0.20645596901704943,0.0,0.0,0.0,0.0,152367300.0,134622805.50702947,486576829,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE MONTELIBANO,23,0.08695652173913043,8284361888,0.2323751697506723,-0.14541864801154186,661.6257088846882,1320.384213489032,-658.7585046043438,0.023715415019762844,18,0.782608695652174,0.391304347826087,0.6241897385591372,-0.2328853907330502,0.0,0.0,0.0,0.0,235926000.0,493678203.64368904,2062468271,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE MONTERÍA,162,0.043209876543209874,95658112405,0.12782351323462748,-0.08461363669141761,93.7357110196615,426.1588573482131,-332.4231463285516,0.00322061191626409,127,0.7839506172839507,0.07407407407407407,0.3591382966198307,-0.28506422254575664,0.04938271604938271,0.0,0.0,-0.04938271604938271,250000000.0,1430371075.8011246,11604487117,territorial,terri_distr_2,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE MOÑITOS,19,0.15789473684210525,4768082174,0.15305524807844892,0.0048394887636563355,1080.332409972299,1433.06719985321,-352.73478988091097,0.05847953216374269,12,0.631578947368421,0.5789473684210527,0.6571400293991662,-0.0781926609781135,0.0,0.0,0.0,0.0,155200000.0,227021129.12019685,1005257660,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE PLANETA RICA,47,0.19148936170212766,13544397630,0.2698405777680938,-0.07835121606596612,656.4056133997285,794.1233274987795,-137.71771409905102,0.045328399629972246,24,0.5106382978723404,0.3617021276595745,0.485985079721851,-0.12428295206227652,0.1276595744680851,0.0425531914893617,0.0425531914893617,-0.08510638297872339,199999231.0,289605666.5654659,1440312545,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE PUEBLO NUEVO,28,0.10714285714285714,4989560175,0.17437214854313285,-0.06722929140027571,561.2244897959183,651.6587337347006,-90.43424393878229,0.021164021164021163,22,0.7857142857142857,0.35714285714285715,0.3838217187149166,-0.026678861572059454,0.07142857142857142,0.03571428571428571,0.03571428571428571,-0.03571428571428571,143285799.5,119921941.37240884,446886234,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE PUERTO ESCONDIDO,17,0.35294117647058826,5007567481,0.2556021471216196,0.09733902934896865,1072.6643598615915,1682.4679628460913,-609.8036029844998,0.051470588235294115,13,0.7647058823529411,0.47058823529411764,0.7234776611091265,-0.25288942581500884,0.0,0.0,0.0,0.0,208760322.0,323158979.50659245,1320996850,territorial,terri_distr_5,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE PUERTO LIBERTADOR,13,0.38461538461538464,3373870300,0.4704020939986934,-0.08578670938330879,887.5739644970416,1235.6476320555632,-348.0736675585216,0.01282051282051282,12,0.9230769230769231,0.38461538461538464,0.5867153731428265,-0.20209998852744188,0.23076923076923078,0.15384615384615385,0.15384615384615385,-0.07692307692307693,299965000.0,135622589.06638387,430980916,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE PURÍSIMA,5,0.2,796511000,0.18568481791211924,0.014315182087880768,2800.0,3614.890479568648,-814.8904795686481,0.1,4,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,147900000.0,61523415.373335704,160215000,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE SAHAGÚN,48,0.08333333333333333,17240833817,0.05626178004474179,0.027071553288591538,269.09722222222206,588.6904156256352,-319.5931934034131,0.0062056737588652485,41,0.8541666666666666,0.16666666666666666,0.3930745185489656,-0.22640785188229892,0.14583333333333334,0.0,0.0,-0.14583333333333334,214000000.0,452141567.62351835,2603977077,territorial,terri_distr_2,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE SAN ANDRÉS DE SOTAVENTO,11,0.7272727272727273,2456885000,0.6568825972725626,0.0703901300001647,1239.6694214876036,1513.9289309052508,-274.2595094176472,0.03636363636363636,9,0.8181818181818182,0.5454545454545454,0.6854553631936374,-0.140000817739092,0.0,0.0,0.0,0.0,180000000.0,147733574.01539987,517000000,territorial,terri_distr_2,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE SAN ANTERO,34,0.14705882352941177,15189578112,0.10191744553964871,0.04514137798976306,467.1280276816609,1142.2608858890317,-675.1328582073708,0.017825311942959002,26,0.7647058823529411,0.29411764705882354,0.6048602744102337,-0.31074262735141017,0.11764705882352941,0.0,0.0,-0.11764705882352941,231335461.5,578736790.862044,2195154960,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE SAN BERNARDO DEL VIENTO,20,0.1,4167898889,0.10796231818089097,-0.007962318180890965,950.0,1237.0374743139498,-287.0374743139498,0.04736842105263158,13,0.65,0.5,0.5970373942053661,-0.09703739420536606,0.25,0.1,0.1,-0.15,160700000.0,90122360.16876273,321180000,territorial,terri_distr_2,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE SAN JOSÉ DE URE,15,0.4,3804144277,0.32355375148143994,0.07644624851856008,1022.2222222222224,1254.6745937225028,-232.45237150028038,0.0380952380952381,12,0.8,0.4666666666666667,0.6064677228329003,-0.13980105616623362,0.06666666666666667,0.0,0.0,-0.06666666666666667,160000000.0,225499661.53400803,866900000,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE SANTA CRUZ DE LORICA,48,0.22916666666666666,44128169929,0.0745479312260831,0.15461873544058358,295.1388888888887,1206.3326049222544,-911.1937160333657,0.008865248226950355,40,0.8333333333333334,0.20833333333333334,0.6315992409801617,-0.42326590764682837,0.08333333333333333,0.0625,0.0625,-0.02083333333333333,198980475.0,2030447468.4705882,9885873920,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE TIERRALTA,51,0.11764705882352941,18691894865,0.11885830805522242,-0.0012112492316930096,280.6612841214919,436.8095250810384,-156.14824095954646,0.008627450980392156,44,0.8627450980392157,0.21568627450980393,0.29755811891573036,-0.08187184440592643,0.058823529411764705,0.0196078431372549,0.0196078431372549,-0.0392156862745098,211750000.0,368603039.1737141,1998339650,territorial,terri_distr_3,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE TUCHÍN,11,0.5454545454545454,1627435560,0.632344545795718,-0.08689000034117256,909.0909090909093,1064.9231034719833,-155.83219438107392,0.0,11,1.0,0.36363636363636365,0.4977770056837151,-0.13414064204735143,0.0,0.0,0.0,0.0,159800000.0,64243973.5165547,251900000,territorial,terri_distr_6,córdoba
CÓRDOBA - ALCALDÍA MUNICIPIO DE VALENCIA,28,0.25,5954264354,0.2270611312532262,0.02293886874677381,510.204081632653,553.834661390128,-43.63057975747495,0.015873015873015872,23,0.8214285714285714,0.32142857142857145,0.33684423578751976,-0.015415664358948311,0.07142857142857142,0.0,0.0,-0.07142857142857142,180000000.0,116837246.90365152,430052000,territorial,terri_distr_6,córdoba
CÓRDOBA - CUERPO DE BOMBEROS OFICIAL DE MONTERÍA,18,0.05555555555555555,6197324637,0.10006375917402179,-0.04450820361846623,864.1975308641975,1081.0512003431647,-216.85366947896728,0.032679738562091505,14,0.7777777777777778,0.4444444444444444,0.5384303381620639,-0.09398589371761945,0.3888888888888889,0.16666666666666666,0.05555555555555555,-0.22222222222222224,289914714.5,220866386.424338,651733230,territorial,terri_distr_2,córdoba
CÓRDOBA - E.S.E CAMU SANTA TERESITA - LORICA,55,0.0,10299847103,0.0,0.0,1094.2148760330579,1106.9626834651028,-12.747807432044965,0.09292929292929293,19,0.34545454545454546,0.6,0.5912861001816369,0.008713899818363124,0.05454545454545454,0.0,0.0,-0.05454545454545454,168800000.0,75764055.23616152,331954040,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - E.S.E HOSPITAL SAN FRANCISCO - CIÉNAGA DE ORO,10,0.0,2043236416,0.0,0.0,1600.0,2173.6315217098227,-573.6315217098227,0.06666666666666667,8,0.8,0.6,0.7572650829261649,-0.15726508292616492,0.0,0.0,0.0,0.0,127787627.0,213657362.60968474,699714941,territorial,terri_dep_centr,córdoba
CÓRDOBA - E.S.E HOSPITAL SAN JUAN DE SAHAGÚN,11,0.8181818181818182,3825771654,0.830255612009404,-0.012073793827585777,2066.1157024793392,4017.4071360708117,-1951.2914335914725,0.12727272727272726,7,0.6363636363636364,0.7272727272727273,0.9215844469738966,-0.19431171970116934,0.0,0.0,0.0,0.0,453000000.0,273327986.7466097,838616666,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - E.S.E. CAMU DE BUENAVISTA,5,0.6,958219528,0.3965897050680854,0.2034102949319146,2000.0,3084.4078286697013,-1084.4078286697013,0.0,5,1.0,0.8,0.8956189087392509,-0.09561890873925083,0.0,0.0,0.0,0.0,115000000.0,157772513.26143143,370179528,territorial,terri_distr_5,córdoba
CÓRDOBA - E.S.E. CAMU DEL PRADO,5,0.0,1239277564,0.0,0.0,4400.0,4252.969649998428,147.0303500015716,0.3,3,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,152415506.0,198641492.24880996,481633000,territorial,terri_distr_2,córdoba
CÓRDOBA - E.S.E. CAMU EL AMPARO - MONTERIA,150,0.0,43373439831,0.0,0.0,589.3333333333336,727.9340204858589,-138.60068715252532,0.05261744966442953,58,0.38666666666666666,0.37333333333333335,0.4439254701039024,-0.07059213677056903,0.15333333333333332,0.05333333333333334,0.03333333333333333,-0.09999999999999998,249999669.0,212807593.07913712,1441000000,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - E.S.E. CAMU PUEBLO NUEVO,16,0.9375,3679851318,0.7554249011100943,0.1820750988899057,1328.125,1737.1212560508213,-408.99625605082133,0.075,9,0.5625,0.625,0.787219663965782,-0.16221966396578202,0.0,0.0,0.0,0.0,179869808.0,189386748.17486283,800000000,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - E.S.E. CAMU SAN RAFAEL - SAHAGÚN,41,0.0,12474897821,0.0,0.0,1350.3866745984537,1356.9665876955473,-6.579913097093595,0.11341463414634147,15,0.36585365853658536,0.6097560975609756,0.635815148693874,-0.026059051132898414,0.0,0.0,0.0,0.0,208000000.0,274233186.5535558,1106406409,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - E.S.E. HOSPITAL LOCAL DE MONTELIBANO,25,0.0,5166356410,0.0,0.0,1712.0000000000002,1989.2438846820187,-277.24388468201846,0.13666666666666666,10,0.4,0.72,0.7309122219463755,-0.010912221946375533,0.0,0.0,0.0,0.0,151801369.0,123349003.80290315,550000000,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - E.S.E. HOSPITAL SAGRADO CORAZÓN DE JESÚS - VALENCIA,18,0.0,5047140220,0.0,0.0,3456.7901234567903,3040.889547896964,415.9005755598264,0.30718954248366015,5,0.2777777777777778,0.9444444444444444,0.9583922794203645,-0.013947834975920115,0.0,0.0,0.0,0.0,225000000.0,290979430.01927954,1290041948,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - E.S.E. HOSPITAL SAN DIEGO DE CERETÉ,25,0.44,5200007241,0.5412117602087777,-0.1012117602087777,880.0,1229.141802152946,-349.14180215294596,0.05,17,0.68,0.48,0.5865390372828522,-0.10653903728285219,0.0,0.0,0.0,0.0,165702169.0,143835158.28286043,500000000,territorial,terri_distr_1,córdoba
CÓRDOBA - E.S.E. HOSPITAL SAN JERÓNIMO - MONTERÍA,93,0.0967741935483871,30245089325,0.1441394801038499,-0.04736528655546279,257.8332755231819,339.84736873013463,-82.01409320695274,0.015194015895278168,59,0.6344086021505376,0.21505376344086022,0.2536926766705788,-0.0386389132297186,0.06451612903225806,0.021505376344086023,0.021505376344086023,-0.04301075268817204,231289175.0,369940130.33633107,2902600000,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - E.S.E. HOSPITAL SAN JOSÉ DE TIERRALTA,31,0.0967741935483871,8934952009,0.13514608705046038,-0.03837189350207329,1050.9885535900103,1195.8392307675333,-144.85067717752304,0.07526881720430108,14,0.45161290322580644,0.5483870967741935,0.6008747782407927,-0.05248768146659921,0.0,0.0,0.0,0.0,200001392.0,277418216.10678244,1410773150,territorial,terri_distr_2,córdoba
CÓRDOBA - E.S.E. HOSPITAL SAN RAFAEL DE CHINÚ,5,1.0,549802079,1.0,0.0,2800.0,2611.6095110682727,188.3904889317273,0.1,4,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,117500000.0,36225443.40788596,99631921,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,7,0.0,21001000000,0.0,0.0,2244.8979591836733,7016.936352961993,-4772.03839377832,0.09523809523809523,5,0.7142857142857143,0.8571428571428571,0.9880958049616685,-0.1309529478188114,0.42857142857142855,0.0,0.0,-0.42857142857142855,854000000.0,6315132155.6129875,17120000000,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - E.S.P. JAGUAZUL S.A - MONTELIBANO,20,0.0,8251394523,0.0,0.0,1250.0,1341.011048259719,-91.01104825971902,0.07894736842105263,12,0.6,0.6,0.6659634155999742,-0.0659634155999742,0.0,0.0,0.0,0.0,240000000.0,400616755.83166826,1640781411,territorial,terri_dep_centr,córdoba
CÓRDOBA - EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN NICOLAS ¿ PLANETA RICA,30,0.0,15944731421,0.0,0.0,2311.111111111111,4487.637301445286,-2176.5261903341748,0.2045977011494253,11,0.36666666666666664,0.7666666666666667,0.9323312657007846,-0.1656645990341179,0.0,0.0,0.0,0.0,392221575.0,581248971.4655325,2062020868,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - GOBERNACIÓN,167,0.08982035928143713,251559367170,0.025115202145227278,0.06470515713620985,150.9555738821759,844.334700202924,-693.379126320748,0.009162398095375513,108,0.6467065868263473,0.1497005988023952,0.5337218585276027,-0.3840212597252075,0.15568862275449102,0.05389221556886228,0.04790419161676647,-0.10179640718562874,374456300.0,4963654347.660101,36225287494,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - MONTERÍA CIUDAD AMABLE S.A.S.,28,0.6785714285714286,16845635196,0.256185804499954,0.4223856240714746,510.204081632653,4651.590194433253,-4141.386112800599,0.015873015873015872,24,0.8571428571428571,0.2857142857142857,0.7621463280914801,-0.4764320423771944,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,174374137.0,2122211928.5205553,11335683759,territorial,terri_dep_no_centr,córdoba
CÓRDOBA - RESGUARDO INDIGENA ZENU SAN ANDRES DE SOTAVENTO,8,0.25,2980519885,0.5733003522638803,-0.3233003522638803,1562.5,2543.329487334644,-980.829487334644,0.03571428571428571,7,0.875,0.625,0.792590281611223,-0.16759028161122302,0.125,0.0,0.0,-0.125,234094395.0,398049524.57351947,1203643460,territorial,terri_dep_centr,córdoba
CÓRDOBA - UNIVERSIDAD DE CÓRDOBA - MONTERÍA,120,0.0,47572609632,0.0,0.0,290.2777777777778,634.2070274079579,-343.92924963018004,0.020868347338935573,60,0.5,0.23333333333333334,0.42546248212091353,-0.1921291487875802,0.008333333333333333,0.0,0.0,-0.008333333333333333,294963515.0,422107976.2636618,2600000000,nacional,terri_dep_no_centr,córdoba
DEFENSA CIVIL COLOMBIANA (DCC),82,0.15853658536585366,14009712057,0.28029228873679485,-0.12175570337094119,172.51635930993467,350.2365780575363,-177.72021874760162,0.005118940078289671,67,0.8170731707317073,0.12195121951219512,0.2655063545107949,-0.1435551349985998,0.23170731707317074,0.0975609756097561,0.06097560975609756,-0.13414634146341464,112500000.0,207688403.93896812,1113136000,nacional,nac_descentralizado,bogotá-d.c.
DEFENSORÍA DEL PUEBLO (DEFENSORÍA),74,0.10810810810810811,45351359514,0.42636239919182417,-0.31825429108371606,200.8765522279038,1328.672399981323,-1127.7958477534191,0.006664198445020363,60,0.8108108108108109,0.16216216216216217,0.46546313528888844,-0.30330097312672627,0.0945945945945946,0.28378378378378377,0.05405405405405406,0.18918918918918917,237140349.5,1827653147.7417421,15704000000,nacional,nac_descentralizado,bogotá-d.c.
DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA  TECNOLOGÍA E INNOVACIÓN (COLCIENCIAS),18,0.3333333333333333,37803717284,0.7704749003698532,-0.4371415670365199,679.0123456790124,5288.061979247928,-4609.049633568916,0.013071895424836602,16,0.8888888888888888,0.3333333333333333,0.8637459312981355,-0.5304125979648022,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,362700375.0,6306120718.628952,27091566108,nacional,nac_centralizado,bogotá-d.c.
DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA (DAFP),34,0.058823529411764705,6404624722,0.051881291944961515,0.00694223746680319,294.1176470588235,545.8223860958248,-251.70473903700127,0.0,34,1.0,0.11764705882352941,0.3662701161774643,-0.2486230573539349,0.17647058823529413,0.11764705882352941,0.08823529411764706,-0.05882352941176472,135955000.0,176881500.4743148,697058143,nacional,nac_centralizado,bogotá-d.c.
