nombre_entidad,ind_ent_ncontratos,ind_ent_pcontr_directa_num,ind_ent_val_contratos,ind_ent_pcontr_directa_val,ind_ent_dif_pcontr_directa,ind_ent_HHI_num,ind_ent_HHI_val,ind_ent_dif_HHI,ind_ent_Idiversidad,ind_entidad_ncontratistas,ind_ent_ratio_contratistas,ind_ent_IC4K_num,ind_ent_IC4K_val,dif_IC4K,ind_ent_padicion_val,ind_ent_padicion_time,ind_ent_padicion_time_val,ind_ent_dif_adicion,ind_ent_median_val,ind_ent_median_sd,ind_ent_median_rango,at_ent_nivel,at_ent_orden,at_ent_dep
ADMINISTRADORA COLOMBIANA DE PENSIONES (COLPENSIONES),44,0.0,212207960851,0.0,0.0,309.9173553719007,1944.5557679100136,-1634.6384125381128,0.008456659619450317,37,0.8409090909090909,0.20454545454545456,0.8074608100414841,-0.6029153554960295,0.13636363636363635,0.11363636363636363,0.11363636363636363,-0.02272727272727272,322987080.5,13404612521.919909,65005563720,nacional,nac_descentralizado,bogotá-d.c.
AERONÁUTICA CIVIL (AEROCIVIL),332,0.05421686746987952,665733414599,0.058042449696287246,-0.003825582226407727,42.82188996951672,273.8149671967751,-230.9930772272584,0.0012739780875768937,278,0.8373493975903614,0.04216867469879518,0.272703657660558,-0.2305349829617628,0.060240963855421686,0.11144578313253012,0.03313253012048193,0.05120481927710843,502185000.0,5603356495.466202,59982184671,nacional,nac_centralizado,bogotá-d.c.
AGENCIA DE DESARROLLO RURAL -  ADR,5,0.2,1542332558,0.10090572048988672,0.09909427951011329,2000.0,3161.701982221978,-1161.7019822219781,0.0,5,1.0,0.8,0.9285497803775209,-0.12854978037752085,0.0,0.4,0.0,0.4,195185480.0,262842383.01660344,646116900,nacional,nac_descentralizado,bogotá-d.c.
AGENCIA DE RENOVACION DEL TERRITORIO,37,0.1891891891891892,22365554248,0.6125457410126598,-0.4233565518234706,372.5346968590211,1664.5138576489392,-1291.979160789918,0.010510510510510511,30,0.8108108108108109,0.21621621621621623,0.670362638312025,-0.4541464220958088,0.08108108108108109,0.16216216216216217,0.08108108108108109,0.08108108108108109,250000000.0,1109818984.058654,6000000000,nacional,nac_centralizado,bogotá-d.c.
AGENCIA DEL INSPECTOR GENERAL DE TRIBUTOS  RENTAS Y CONTRIBUCIONES PARAFISCALES (ITRC),16,0.25,5376587591,0.4202080984938984,-0.1702080984938984,781.25,1127.0384394027765,-345.7884394027765,0.016666666666666666,14,0.875,0.375,0.5942625042226342,-0.21926250422263416,0.125,0.125,0.0625,0.0,199709329.5,288185109.54377747,959903886,nacional,nac_centralizado,bogotá-d.c.
AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES (ALFM),1667,0.01919616076784643,822315307271,0.017424060815005697,0.0017720999528407326,24.499595756670278,63.74311823378471,-39.24352247711444,0.0018508304222589938,896,0.5374925014997001,0.047418967587034816,0.09955565936950315,-0.05213669178246834,0.2699460107978404,0.1931613677264547,0.14517096580683864,-0.07678464307138572,250000000.0,1230732504.493919,28752073170,nacional,nac_descentralizado,bogotá-d.c.
AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO (ANDJE),5,0.0,1121170000,0.0,0.0,2000.0,2304.326272570642,-304.3262725706418,0.0,5,1.0,0.8,0.8956447282749271,-0.0956447282749271,0.4,0.4,0.4,0.0,250000000.0,97793771.68306783,226000000,nacional,nac_centralizado,bogotá-d.c.
AGENCIA NACIONAL DE HIDROCARBUROS (ANH),35,0.02857142857142857,34008152958,0.0052928484596708215,0.02327858011175775,400.00000000000017,1824.3902575291795,-1424.3902575291793,0.011764705882352941,30,0.8571428571428571,0.2571428571428571,0.6130395678279753,-0.3558967106851182,0.0,0.0,0.0,0.0,399677346.0,2257776316.223039,13382336364,nacional,nac_descentralizado,bogotá-d.c.
AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),38,0.05263157894736842,14890239441,0.03846143658530306,0.01417014236206536,290.8587257617727,417.24167043325434,-126.38294467148165,0.002844950213371266,36,0.9473684210526315,0.15789473684210525,0.2904554155852812,-0.13256067874317595,0.15789473684210525,0.18421052631578946,0.13157894736842105,0.02631578947368421,359000000.0,247916081.85811105,1118960000,nacional,nac_descentralizado,bogotá-d.c.
AGENCIA NACIONAL DE MINERÍA (ANM),90,0.14444444444444443,63162176466,0.09520823883003905,0.04923620561440538,145.67901234567893,2713.4513602995194,-2567.7723479538404,0.003495630461922597,78,0.8666666666666667,0.1111111111111111,0.6056861031474007,-0.4945749920362896,0.1111111111111111,0.14444444444444443,0.05555555555555555,0.033333333333333326,195475000.0,3407589080.2310357,32436435000,nacional,nac_descentralizado,bogotá-d.c.
AGENCIA NACIONAL DE SEGURIDAD VIAL,6,0.0,4458028400,0.0,0.0,1666.6666666666665,2380.4611800723096,-713.7945134056431,0.0,6,1.0,0.6666666666666666,0.8721407876181319,-0.20547412095146522,0.0,0.6666666666666666,0.0,0.6666666666666666,573475000.0,532653066.2174721,1238546800,nacional,nac_descentralizado,colombia
AGENCIA NACIONAL DE TIERRAS,5,0.2,1960045706,0.41209281575804235,-0.21209281575804234,2800.0,2930.444658218705,-130.44465821870517,0.1,4,0.8,1.0,1.0,0.0,0.4,0.0,0.0,-0.4,376900000.0,259374703.2007277,697720754,nacional,nac_centralizado,bogotá-d.c.
AGENCIA NACIONAL DEL ESPECTRO (ANE),39,0.3076923076923077,37536436826,0.4232512780220915,-0.1155589703297838,322.1564760026297,1609.991345571545,-1287.8348695689153,0.006747638326585695,34,0.8717948717948718,0.20512820512820512,0.7269996839470391,-0.5218714788188339,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.025641025641025647,170092621.0,2218740874.612934,9095257704,nacional,nac_centralizado,bogotá-d.c.
AGENCIA NACIONAL PARA LA SUPERACIÓN DE LA POBREZA EXTREMA (ANSPE),14,0.14285714285714285,7750667607,0.42833841164877606,-0.2854812687916332,918.3673469387754,2595.403040881669,-1677.0356939428934,0.02197802197802198,12,0.8571428571428571,0.42857142857142855,0.7450950969416279,-0.31652366837019935,0.2857142857142857,0.21428571428571427,0.14285714285714285,-0.07142857142857142,316441756.5,736423904.6585789,2936775139,nacional,nac_descentralizado,bogotá-d.c.
AGENCIA PARA LA INFRAESTRUCTURA DEL META - AIM,10,0.3,23078299436,0.02252120570847766,0.27747879429152233,1000.0,2458.124442232154,-1458.1244422321538,0.0,10,1.0,0.4,0.8889801742496118,-0.4889801742496118,0.1,0.2,0.1,0.1,894460000.0,2937513317.603925,8776800114,territorial,terri_dep_centr,meta
AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN (ARN),48,0.0625,19128491014,0.067263039152347,-0.004763039152347007,260.41666666666646,520.0291553883137,-259.61248872164725,0.005319148936170213,43,0.8958333333333334,0.1875,0.36673492273204983,-0.17923492273204983,0.16666666666666666,0.14583333333333334,0.10416666666666667,-0.020833333333333315,230649586.0,451692292.6874223,2212089565,nacional,nac_centralizado,bogotá-d.c.
AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA (APC),18,0.1111111111111111,22513558987,0.4998265270496657,-0.3887154159385546,740.7407407407408,3314.7991046693833,-2574.0583639286424,0.0196078431372549,15,0.8333333333333334,0.3888888888888889,0.902068342092287,-0.5131794532033982,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,281506456.0,2026957387.4708445,7486436939,nacional,nac_descentralizado,bogotá-d.c.
AMAZONAS - ALCALDÍA MUNICIPIO DE LETICIA,5,0.8,1330229754,0.8899515263736913,-0.0899515263736913,2800.0,3271.8706397047863,-471.8706397047863,0.1,4,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,149940000.0,179424590.00287586,385100000,territorial,terri_distr_2,amazonas
AMAZONAS - ALCALDÍA MUNICIPIO DE PUERTO NARIÑO,5,0.0,1037012400,0.0,0.0,2800.0,3424.0214260274347,-624.0214260274347,0.1,4,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,165593000.0,99199143.0832545,241394600,territorial,terri_distr_6,amazonas
AMAZONAS - E.S.E. HOSPITAL SAN RAFAEL DE LETICIA,39,0.0,8350216088,0.0,0.0,1229.4543063773833,1412.0413271966916,-182.58702081930824,0.09986504723346828,17,0.4358974358974359,0.5641025641025641,0.6845169202524235,-0.1204143561498594,0.0,0.02564102564102564,0.0,0.02564102564102564,150000000.0,277910655.6883726,1793639000,territorial,terri_dep_no_centr,amazonas
AMAZONAS - GOBERNACIÓN,117,0.09401709401709402,81803815494,0.07561769545399391,0.018399398563100106,209.65738914456884,335.0359131690765,-125.37852402450764,0.012525788387857353,75,0.6410256410256411,0.18803418803418803,0.22914234656175486,-0.04110815852756683,0.03418803418803419,0.008547008547008548,0.008547008547008548,-0.025641025641025644,316000000.0,1000753356.422001,4755158240,territorial,terri_dep_no_centr,amazonas
ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLÍN SAPIENCIA,18,0.0,5151901490,0.0,0.0,679.0123456790124,2059.105322558426,-1380.0929768794135,0.013071895424836602,16,0.8888888888888888,0.3333333333333333,0.7265892947033038,-0.3932559613699705,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.3333333333333333,118923586.5,444368307.11140186,1927020940,territorial,terri_dep_no_centr,antioquia
ANTIOQUIA - AGUAS DE EL BAGRE S.A. E.S.P. - EL BAGRE,7,1.0,1383206816,1.0,0.0,2244.8979591836733,2880.447836535921,-635.5498773522477,0.09523809523809523,5,0.7142857142857143,0.8571428571428571,0.9204746544568791,-0.06333179731402205,0.0,0.0,0.0,0.0,164206816.0,86969213.64389145,200000000,territorial,terri_dep_no_centr,antioquia
ANTIOQUIA - AGUAS DE URABA S.A. E.S. - APARTADÓ,21,0.0,2025892126,0.0,0.0,839.002267573696,2813.2275999353333,-1974.2253323616374,0.0380952380952381,15,0.7142857142857143,0.47619047619047616,0.7791317379353889,-0.30294126174491276,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,35026200.0,204305879.39491728,947472813,territorial,terri_dep_no_centr,antioquia
ANTIOQUIA - AGUAS DEL NORTE ANTIOQUEÑO S.A. E.S.P. - YARUMAL,17,1.0,2651656522,1.0,0.0,1349.4809688581315,1352.602702795811,-3.121733937679437,0.08088235294117647,10,0.5882352941176471,0.6470588235294118,0.6536856819949775,-0.006626858465565655,0.23529411764705882,0.0,0.0,-0.23529411764705882,143003100.0,44325271.35212166,147943072,territorial,terri_dep_no_centr,antioquia
ANTIOQUIA - AGUAS DEL PUERTO S.A. E.S.P. - PUERTO BERRÍO,10,0.0,3729155000,0.0,0.0,2400.0,2781.350408460212,-381.35040846021184,0.15555555555555556,5,0.5,0.9,0.9657295017235809,-0.06572950172358083,0.0,0.0,0.0,0.0,377492500.0,130741753.81793258,441450000,territorial,terri_dep_no_centr,antioquia
ANTIOQUIA - AGUAS DEL PÁRAMO S.A.S E.S.P - SONSÓN,8,0.0,831843214,0.0,0.0,2187.5,3155.645604761378,-968.1456047613779,0.10714285714285714,6,0.75,0.75,0.893978429449567,-0.14397842944956696,0.25,0.0,0.0,-0.25,109363750.0,47355625.67443903,158109442,territorial,terri_dep_no_centr,antioquia
ANTIOQUIA - AGUAS NACIONALES EPM S.A ESP - MEDELLÍN,9,0.0,37396045075,0.0,0.0,3827.1604938271603,8649.389902622888,-4822.229408795728,0.3055555555555556,4,0.4444444444444444,1.0,1.0,0.0,0.0,0.0,0.0,0.0,614467200.0,7544177726.337738,19012229880,territorial,terri_dep_no_centr,antioquia
ANTIOQUIA - AGUAS REGIONALES EPM S.A. E.S.P. - APARTADÓ,9,0.0,5113064800,0.0,0.0,1358.0246913580247,2627.006647592137,-1268.9819562341124,0.027777777777777776,8,0.8888888888888888,0.5555555555555556,0.8717258285089601,-0.3161702729534045,0.1111111111111111,0.0,0.0,-0.1111111111111111,277541190.0,678411504.3797781,2138534203,territorial,terri_dep_no_centr,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE ABEJORRAL,19,0.05263157894736842,4335564253,0.03501123432664302,0.017620344620725398,1966.7590027700826,2275.9220113956253,-309.1630086255427,0.15204678362573099,9,0.47368421052631576,0.7368421052631579,0.815819946516198,-0.07897784125304019,0.5263157894736842,0.2631578947368421,0.2631578947368421,-0.2631578947368421,169988600.0,117632495.17842263,357099687,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE AMAGÁ,29,0.10344827586206896,4300210197,0.2197566994886134,-0.11630842362654444,1224.7324613555288,1297.939654699724,-73.20719334419528,0.09113300492610837,15,0.5172413793103449,0.5517241379310345,0.6514978486294678,-0.09977371069843333,0.2413793103448276,0.13793103448275862,0.10344827586206896,-0.10344827586206898,140000000.0,105247065.02366768,520733247,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE AMALFI,29,0.0,5066404179,0.0,0.0,701.5457788347209,784.9251353624325,-83.3793565277116,0.03694581280788178,21,0.7241379310344828,0.41379310344827586,0.4368815790841388,-0.02308847563586297,0.4482758620689655,0.1724137931034483,0.10344827586206896,-0.27586206896551724,167588700.0,75423774.49148814,338122507,territorial,terri_distr_5,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE ANDES,38,0.21052631578947367,12424992884,0.3763704699599408,-0.1658441541704671,540.1662049861494,1137.1562261428146,-596.9900211566652,0.02844950213371266,25,0.6578947368421053,0.3157894736842105,0.5400878999006435,-0.22429842621643303,0.39473684210526316,0.23684210526315788,0.13157894736842105,-0.15789473684210528,219899034.5,430541681.44486487,2401697000,territorial,terri_distr_5,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE ANGOSTURA,17,0.23529411764705882,4981352321,0.3138444942770391,-0.07855037662998027,1903.1141868512113,2105.8332854541836,-202.71909860297228,0.13970588235294118,9,0.5294117647058824,0.7058823529411765,0.8241963630421957,-0.11831401010101916,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.0,179730980.0,305752768.23164743,1226791276,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE ANORI,12,0.0,2105644130,0.0,0.0,2222.222222222222,1697.5739441202436,524.6482781019786,0.15151515151515152,8,0.6666666666666666,0.6666666666666666,0.721052037411469,-0.05438537074480232,0.3333333333333333,0.08333333333333333,0.08333333333333333,-0.25,130000000.0,120522187.61030017,468988000,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE ANZA,9,0.1111111111111111,1759918980,0.09808760628287559,0.013023504828235513,1358.0246913580247,1880.2575564647964,-522.2328651067717,0.027777777777777776,8,0.8888888888888888,0.5555555555555556,0.7689751632771186,-0.213419607721563,0.4444444444444444,0.3333333333333333,0.3333333333333333,-0.1111111111111111,172626240.0,148821960.81107968,536648419,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE APARTADÓ,81,0.12345679012345678,23895289985,0.1280974857355346,-0.004640695612077805,269.77594878829433,549.3711665312992,-279.59521774300487,0.014814814814814815,53,0.654320987654321,0.20987654320987653,0.39001748067716535,-0.18014093746728882,0.2839506172839506,0.2345679012345679,0.20987654320987653,-0.04938271604938271,195772500.0,303153316.4239316,1587650086,territorial,terri_distr_4,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE ARBOLETES,21,0.23809523809523808,6660476198,0.2570727365581076,-0.018977498462869502,612.2448979591836,1428.7901762322429,-816.5452782730592,0.014285714285714285,19,0.9047619047619048,0.2857142857142857,0.581683343026339,-0.29596905731205325,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,206000000.0,328663450.548022,1515556990,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE BARBOSA,38,0.18421052631578946,12430929644,0.4124937270862089,-0.22828320077041944,623.2686980609416,1141.5086769288341,-518.2399788678925,0.03698435277382646,24,0.631578947368421,0.3684210526315789,0.5344617258136257,-0.1660406731820468,0.34210526315789475,0.18421052631578946,0.13157894736842105,-0.15789473684210528,183226209.0,556236652.1843406,3330734262,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE BELLO,48,0.1875,45655306567,0.20293659510101522,-0.015436595101015221,399.3055555555554,1369.100120527537,-969.7945649719816,0.01950354609929078,36,0.75,0.25,0.6048780553794589,-0.35487805537945893,0.125,0.10416666666666667,0.08333333333333333,-0.02083333333333333,217436433.5,2258860273.8630896,13980578514,territorial,terri_distr_2,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE BELMIRA,9,0.1111111111111111,3281992338,0.4418048096003812,-0.3306936984892701,3827.1604938271607,3296.079294031064,531.0811997960968,0.3055555555555556,4,0.4444444444444444,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.0,169129796.0,435145872.2041403,1340175798,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE BETANIA,7,0.42857142857142855,2486422064,0.2139841564726398,0.21458727209878875,1428.5714285714284,3975.904497506732,-2547.3330689353033,0.0,7,1.0,0.5714285714285714,0.8338185801266281,-0.26239000869805673,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,176180000.0,512320922.8785577,1388980376,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE BETULIA,7,0.14285714285714285,9747872275,0.014362108576150789,0.12849503428099207,1428.5714285714284,6796.423291507186,-5367.851862935758,0.0,7,1.0,0.5714285714285714,0.9468045450975094,-0.37537597366893805,0.0,0.0,0.0,0.0,336529775.0,2915643800.906712,7858000000,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE BRICEÑO,32,0.03125,6212203821,0.01696983373978064,0.01428016626021936,917.96875,1164.3825192995646,-246.4137692995646,0.0625,17,0.53125,0.5,0.5815545140015135,-0.08155451400151348,0.46875,0.28125,0.1875,-0.1875,160000000.0,123648464.94182658,565946500,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE BURITICÁ,14,0.0,1973931821,0.0,0.0,1428.5714285714284,1448.5414288535958,-19.970000282167348,0.07692307692307693,10,0.7142857142857143,0.5714285714285714,0.6229928475325998,-0.05156427610402836,0.0,0.0,0.0,0.0,129027791.5,37412629.560732424,106003560,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CALDAS,33,0.09090909090909091,7688816204,0.292632824130907,-0.2017237332218161,358.12672176308536,982.5775732900424,-624.4508515269571,0.005681818181818182,30,0.9090909090909091,0.21212121212121213,0.5035407799169184,-0.2914195677957062,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.0,133297200.0,350535275.4722662,1879140746,territorial,terri_distr_5,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CAMPAMENTO,15,0.06666666666666667,2375341584,0.07998849566724042,-0.013321829000573757,1644.4444444444443,1650.9493069854711,-6.504862541026796,0.10476190476190476,8,0.5333333333333333,0.7333333333333333,0.7333250214340541,8.311899279189738e-06,0.6,0.2,0.2,-0.39999999999999997,150205500.0,46201895.20610313,148026300,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARAMANTA,5,0.2,637591410,0.02352603840757516,0.17647396159242484,2000.0,2579.5884379257673,-579.5884379257673,0.0,5,1.0,0.8,0.9764739615924248,-0.1764739615924248,0.2,0.0,0.0,-0.2,125284848.0,76748928.03356495,196836562,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CAREPA,37,0.16216216216216217,10867761800,0.17057677368305957,-0.008414611520897397,620.8911614317026,1533.4382953549125,-912.5471339232099,0.036036036036036036,28,0.7567567567567568,0.35135135135135137,0.5562542877964072,-0.2049029364450558,0.02702702702702703,0.0,0.0,-0.02702702702702703,171000000.0,254811114.01749638,1099669100,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARMEN DE VIBORAL,28,0.07142857142857142,4993292274,0.11426128668069231,-0.04283271525212089,841.8367346938778,862.4189055224207,-20.58217082854287,0.05026455026455026,19,0.6785714285714286,0.42857142857142855,0.4770894270308039,-0.04851799845937538,0.6071428571428571,0.42857142857142855,0.39285714285714285,-0.17857142857142855,159996710.0,104439257.32984433,540204000,territorial,terri_distr_4,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CAROLINA,14,0.21428571428571427,2262781821,0.3195182112964306,-0.10523249701071632,1530.612244897959,1372.7022057457011,157.91003915225792,0.08791208791208792,8,0.5714285714285714,0.7142857142857143,0.6322694246181148,0.08201628966759955,0.42857142857142855,0.21428571428571427,0.14285714285714285,-0.21428571428571427,150474900.0,72776206.28381439,261000000,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CAUCASIA,64,0.046875,30880235466,0.04496060473789653,0.0019143952621034702,546.875,578.4877893575768,-31.612789357576844,0.03968253968253968,33,0.515625,0.375,0.3649029294289773,0.010097070571022715,0.0,0.0,0.0,0.0,209209500.0,528995981.4446703,1959382602,territorial,terri_distr_5,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CAÑASGORDAS,13,0.0,2030739117,0.0,0.0,2071.0059171597636,2487.13503613543,-416.1291189756662,0.14102564102564102,8,0.6153846153846154,0.6923076923076923,0.7855547783787532,-0.09324708607106091,0.38461538461538464,0.3076923076923077,0.23076923076923078,-0.07692307692307693,149700000.0,61827794.35732501,196157157,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CHIGORODÓ,54,0.16666666666666666,16502754705,0.12593277105247988,0.04073389561418678,1865.56927297668,3910.1120272811213,-2044.5427543044414,0.17120894479385046,23,0.42592592592592593,0.5740740740740741,0.7540040495318021,-0.17992997545772804,0.2037037037037037,0.16666666666666666,0.12962962962962962,-0.037037037037037035,172550692.0,366739740.25592,1967675600,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CISNEROS,8,0.75,2132235800,0.882376986635343,-0.13237698663534303,1875.0,3650.4125248384057,-1775.4125248384057,0.07142857142857142,6,0.75,0.75,0.8977039031049004,-0.14770390310490045,0.0,0.0,0.0,0.0,166000000.0,254046397.6044862,785864800,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CIUDAD BOLÍVAR,15,0.06666666666666667,2778808036,0.051458885301712144,0.015207781364954522,1111.111111111111,1178.460528330254,-67.34941721914288,0.047619047619047616,11,0.7333333333333333,0.5333333333333333,0.5839315123529462,-0.05059817901961283,0.4,0.26666666666666666,0.2,-0.13333333333333336,165836460.0,69037729.93910448,220799745,territorial,terri_distr_5,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE COCORNÁ,10,0.6,2768937556,0.5179883207882641,0.08201167921173591,1800.0,2428.5179505183223,-628.5179505183223,0.08888888888888889,7,0.7,0.7,0.8495234245723091,-0.14952342457230916,0.1,0.1,0.1,0.0,151830128.0,267731464.02295083,816500000,territorial,terri_distr_5,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CONCEPCIÓN,10,0.3,1535484705,0.17640316319529864,0.12359683680470135,2400.0,3326.5149160847955,-926.5149160847955,0.15555555555555556,6,0.6,0.8,0.8615711492873516,-0.06157114928735152,0.1,0.0,0.0,-0.1,127921005.0,143085383.33163226,512709248,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CONCORDIA,5,0.2,701570401,0.38446662033565465,-0.18446662033565464,2000.0,2433.8653209574577,-433.8653209574577,0.0,5,1.0,0.8,0.8586143317069616,-0.05861433170696151,0.2,0.0,0.0,-0.2,106800000.0,73066571.83651194,170538401,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE COPACABANA,35,0.02857142857142857,8948349460,0.017880392436081725,0.010691036135346846,481.6326530612246,847.0762633991259,-365.4436103379013,0.020168067226890758,27,0.7714285714285715,0.3142857142857143,0.5131856428414453,-0.19889992855573102,0.45714285714285713,0.2571428571428571,0.22857142857142856,-0.2,172908450.0,197662128.70625243,709593641,territorial,terri_distr_3,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CÁCERES,11,0.36363636363636365,3795657223,0.4331247671781662,-0.06948840354180258,3388.4297520661153,4055.2183789654946,-666.7886268993793,0.2727272727272727,6,0.5454545454545454,0.8181818181818182,0.9349341548800862,-0.11675233669826801,0.18181818181818182,0.09090909090909091,0.09090909090909091,-0.09090909090909091,172244952.0,371303036.30600893,1015894030,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE DABEIBA,25,0.2,6032468260,0.46100850864650883,-0.2610085086465088,688.0,1106.7995813584885,-418.79958135848847,0.03,18,0.72,0.4,0.5510083514305967,-0.15100835143059665,0.28,0.2,0.2,-0.08000000000000002,150000000.0,295064475.3462469,1415780000,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE DON MATÍAS,13,0.15384615384615385,2832291082,0.15746969046877082,-0.0036235366226169685,1242.603550295858,1815.1500659772776,-572.5465156814196,0.05128205128205128,10,0.7692307692307693,0.5384615384615384,0.738226908698786,-0.1997653702372476,0.0,0.07692307692307693,0.0,0.07692307692307693,138000000.0,224770903.87282932,845098813,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE EL BAGRE,46,0.06521739130434782,11238360193,0.0482630909390003,0.01695430036534752,623.8185255198489,703.2342119999574,-79.41568648010855,0.04154589371980676,32,0.6956521739130435,0.34782608695652173,0.45644933770632706,-0.10862325074980533,0.10869565217391304,0.06521739130434782,0.06521739130434782,-0.043478260869565216,157982590.0,295566517.3028816,1388224815,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE EL PEÑOL,6,0.0,35866027000,0.0,0.0,2222.2222222222217,9633.828032072845,-7411.605809850623,0.06666666666666667,5,0.8333333333333334,0.8333333333333334,0.9970523637870456,-0.16371903045371228,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,190055000.0,14213811641.052351,34885569000,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE EL RETIRO,51,0.13725490196078433,29212186827,0.06439664018105247,0.07285826177973186,334.486735870819,3029.1841323721505,-2694.6973965013317,0.01411764705882353,40,0.7843137254901961,0.23529411764705882,0.7173283194133256,-0.4820342017662668,0.37254901960784315,0.3333333333333333,0.21568627450980393,-0.03921568627450983,185796830.0,2182675676.8996577,15628339565,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE ENTRERRIOS,29,0.0,5725617723,0.0,0.0,653.9833531510105,687.2223738857639,-33.23902073475335,0.03201970443349754,20,0.6896551724137931,0.3793103448275862,0.4186011780654117,-0.039290833237825507,0.3793103448275862,0.034482758620689655,0.034482758620689655,-0.3448275862068965,185776394.0,95635082.44719313,419176347,territorial,terri_distr_6,antioquia
ANTIOQUIA - ALCALDÍA MUNICIPIO DE ENVIGADO,283,0.0176678445229682,129335403328,0.017786155443967194,-0.00011831092099899576,97.51651287942136,668.4847023653481,-570.9681894859267,0.006240132320878129,179,0.6325088339222615,0.11307420494699646,0.36165857265219165,-0.24858436770519518,0.21554770318021202,0.12014134275618374,0.07420494699646643,-0.09540636042402828,269000000.0,1810672161.6223037,30440261408,territorial,terri_distr_1,antioquia
